"","key","predicted_counts","prediction_prop","validation_counts","validation_prop"
"1","Abiotic",0,0,17.56,0.04
"2","Forb",109,0.248291571753986,0,0
"3","Graminoid",0,0,13.17,0.03
"4","Lichen",0,0,87.8,0.2
"5","Moss",0,0,13.17,0.03
"6","ShrubDecid",0,0,109.75,0.25
"7","ShrubEvergreen",323,0.735763097949886,197.55,0.45
"8","TreeBroadleaf",0,0,0,0
"9","TreeConifer",7,0.0159453302961276,0,0
"10","Unknown",0,0,0,0
