"","key","predicted_counts","prediction_prop","validation_counts","validation_prop"
"1","Abiotic",0,0,7.64,0.02
"2","Forb",0,0,0,0
"3","Graminoid",41,0.107329842931937,0,0
"4","Lichen",0,0,11.46,0.03
"5","Moss",0,0,11.46,0.03
"6","ShrubDecid",8,0.0209424083769634,351.44,0.92
"7","ShrubEvergreen",333,0.871727748691099,0,0
"8","TreeBroadleaf",0,0,0,0
"9","TreeConifer",0,0,0,0
"10","Unknown",0,0,0,0
