category,all_bands,5nm,10nm,50nm,100nm,smooth_all_bands,smooth_5nm,smooth_10nm,smooth_50nm,smooth_100nm
All_plants,0.506211180124224,0.489130434782609,0.481366459627329,0.461180124223602,0.482919254658385,0.507763975155279,0.512422360248447,0.503105590062112,0.490683229813665,0.512422360248447
Bryophytes,0.430555555555556,0.513888888888889,0.361111111111111,0.361111111111111,0.402777777777778,0.416666666666667,0.388888888888889,0.430555555555556,0.388888888888889,0.402777777777778
Lichen,0.47887323943662,0.507042253521127,0.514084507042254,0.507042253521127,0.542253521126761,0.5,0.46830985915493,0.524647887323944,0.492957746478873,0.538732394366197
Vascular,0.421602787456446,0.418118466898955,0.400696864111498,0.372822299651568,0.400696864111498,0.407665505226481,0.435540069686411,0.40418118466899,0.435540069686411,0.43205574912892
