"Smooth","Category"
0.25428413488115,"050nm_more05"
0.23026706231454,"050nm_more10"
0.177888022678951,"050nm_more15"
0.127426160337553,"050nm_more20"
0.414925373134328,"050nm_equal05"
0.264583333333333,"050nm_equal10"
0.229333333333333,"050nm_equal15"
0.216666666666667,"050nm_equal20"
