"Smooth","Category"
0.254836926478718,"100nm_more05"
0.232640949554896,"100nm_more10"
0.182849043231751,"100nm_more15"
0.136708860759494,"100nm_more20"
0.405970149253731,"100nm_equal05"
0.302083333333333,"100nm_equal10"
0.232,"100nm_equal15"
0.195833333333333,"100nm_equal20"
