"Species","Smooth_100nm"
"Alnus sp.",0.25
"Betula nana",0.3
"Cladonia rangiferina",0.05
"Cladonia steallaris",0
"Dryas alleghenies",0.5
"Dryas octopetala",0.45
"Dryas sp.",0.25
"Evernia mesomorpha",0.15
"Nephroma arcticum",0.15
"Rosa acicularis",0
"Salix alaxensis",0.1
"Vaccinium vitis-idea",0.15
