"Category","smooth_allbands_more05","smooth_allbands_more10","smooth_allbands_more15","smooth_allbands_more20","smooth_allbands_equal05","smooth_allbands_equal10","smooth_allbands_equal15","smooth_allbands_equal20"
"allbands_bands",0.250967385295744,0.231454005934718,0.181431608788094,0.131645569620253,0.465671641791045,0.289583333333333,0.245333333333333,0.170833333333333
