"Smooth","Category"
0.252625760088447,"005nm_more05"
0.229673590504451,"005nm_more10"
0.179305457122608,"005nm_more15"
0.121518987341772,"005nm_more20"
0.423880597014925,"005nm_equal05"
0.277083333333333,"005nm_equal10"
0.234666666666667,"005nm_equal15"
0.175,"005nm_equal20"
