"Smooth","Category"
0.248756218905473,"allbands_more05"
0.227299703264095,"allbands_more10"
0.179305457122608,"allbands_more15"
0.128270042194093,"allbands_more20"
0.471641791044776,"allbands_equal05"
0.29375,"allbands_equal10"
0.242666666666667,"allbands_equal15"
0.175,"allbands_equal20"
