"Category","smooth_010nm_more05","smooth_010nm_more10","smooth_010nm_more15","smooth_010nm_more20","smooth_010nm_equal05","smooth_010nm_equal10","smooth_010nm_equal15","smooth_010nm_equal20"
"010nm_bands",0.25428413488115,0.233234421364985,0.172927002126152,0.128270042194093,0.444776119402985,0.25625,0.213333333333333,0.175
