"Species","smooth_100nm_equal20"
"Alnus sp.",0.25
"Cladonia rangiferina",0.05
"Cladonia steallaris",0
"Dryas sp.",0.25
"Evernia mesomorpha",0.15
"Nephroma arcticum",0.2
"Rosa acicularis",0
"Salix alaxensis",0.1
"Vaccinium vitis-idea",0.15
