"Species","Smooth_010nm"
"Alnus sp.",0.1
"Betula nana",0.35
"Cladonia rangiferina",0
"Cladonia steallaris",0.05
"Dryas alleghenies",0.45
"Dryas octopetala",0.6
"Dryas sp.",0.15
"Evernia mesomorpha",0.05
"Nephroma arcticum",0.05
"Rosa acicularis",0
"Salix alaxensis",0.2
"Vaccinium vitis-idea",0.1
